exercise_id,title,exercise_type,body_part,equipment,difficulty_level
677,Lateral hop,Plyometrics,Adductors,Body Only,Intermediate
678,Monster Walk,Strength,Abductors,Body Only,Intermediate
679,Side Lying Groin Stretch,Stretching,Adductors,Body Only,Intermediate
680,IT Band and Glute Stretch,Stretching,Abductors,Body Only,Intermediate
681,Single-leg lying cross-over stretch,Stretching,Abductors,Body Only,Beginner
682,Carioca quick step,Plyometrics,Adductors,Body Only,Intermediate
683,Standing hip circle,Stretching,Abductors,Body Only,Intermediate
684,Lateral cone hop,Plyometrics,Adductors,Body Only,Intermediate
685,Side-To-Side Adductor Stretch,Strength,Adductors,Body Only,Intermediate
686,Dynamic pigeon stretch,Strength,Abductors,Body Only,Intermediate
687,Cross-over jack,Strength,Abductors,Body Only,Intermediate
688,Traveling thigh killa,Strength,Abductors,Body Only,Intermediate
689,FYR Thigh Killa,Strength,Abductors,Body Only,Intermediate
690,HM Straddle Stretch,Stretching,Abductors,Body Only,Intermediate
691,HM Right Leg Swing,Stretching,Abductors,Body Only,Intermediate
692,HM Right Side-Kick,Stretching,Abductors,Body Only,Intermediate
693,HM Frog Stretch,Strength,Abductors,Body Only,Intermediate
694,HM Kick-Out,Strength,Abductors,Body Only,Intermediate
695,HM Left Leg Swing,Strength,Adductors,Body Only,Intermediate
696,UNS Foam Roll Adductor,Strength,Adductors,Body Only,Intermediate
697,MetaBurn Groiner,Strength,Abductors,Body Only,Intermediate
698,Side-lying leg adduction scissor,Strength,Adductors,Body Only,Intermediate
699,Groin and Back Stretch,Stretching,Adductors,,Beginner
700,Adductor/Groin,Stretching,Adductors,,Beginner
701,Incline dumbbell biceps curl,Strength,Biceps,Bands,Intermediate
702,Banded biceps curl in squat position,Strength,Biceps,Bands,Intermediate
703,Banded Hammer Press - Gethin Variation,Strength,Biceps,Bands,Intermediate
704,Band standing concentration curl,Strength,Biceps,Bands,Intermediate
705,Brachialis SMR,Stretching,Biceps,Foam Roll,Beginner
706,Wide-grip barbell curl,Strength,Biceps,Barbell,Beginner
707,EZ-bar spider curl,Strength,Biceps,Barbell,Intermediate
708,Barbell Curl,Strength,Biceps,Barbell,Intermediate
709,Close-grip EZ-bar curl,Strength,Biceps,Barbell,Beginner
710,Preacher Curl,Strength,Biceps,Barbell,Intermediate
711,Barbell Curls Lying Against An Incline,Strength,Biceps,Barbell,Beginner
712,Seated Close-Grip Concentration Barbell Curl,Strength,Biceps,Barbell,Beginner
713,Close-grip barbell curl,Strength,Biceps,Barbell,Beginner
714,Drag curl,Strength,Biceps,Barbell,Beginner
715,Reverse-grip barbell curl,Strength,Biceps,Barbell,Intermediate
716,Lying High Bench Barbell Curl,Strength,Biceps,Barbell,Beginner
717,Seated wide-grip curl to close-grip curl,Strength,Biceps,Barbell,Beginner
718,Seated Straigh-Bar Curl Superset,Strength,Biceps,Barbell,Beginner
719,Dave Draper Forehead Curl,Strength,Biceps,Barbell,Intermediate
720,Reverse-grip EZ-bar curl,Strength,Biceps,Barbell,Intermediate
721,EZ-Bar Spider Curl - Gethin Variation,Strength,Biceps,Barbell,Intermediate
722,Barbell curl-,Strength,Biceps,Barbell,Intermediate
723,Paul Carter Barbell Curl,Strength,Biceps,Barbell,Intermediate
724,Standing band biceps curl,Strength,Biceps,Barbell,Intermediate
725,Close-Grip EZ-Bar Curl - Gethin Variation,Strength,Biceps,Barbell,Intermediate
726,Seated Barbell Curl,Strength,Biceps,Barbell,Intermediate
727,AM Standing Barbell Curl,Strength,Biceps,Barbell,Intermediate
728,EZ-bar preacher curl,Strength,Biceps,Barbell,Intermediate
729,30 Arms Standing Barbell Curl,Strength,Biceps,Barbell,Intermediate
730,30 Arms Incline Biceps Curl,Strength,Biceps,Barbell,Intermediate
731,"Bicep Curls ""21s""",Strength,Biceps,Barbell,Intermediate
732,Incline Hammer Curls,Strength,Biceps,Dumbbell,Beginner
733,Hammer Curls,Strength,Biceps,Dumbbell,Intermediate
734,Biceps curl to shoulder press,Strength,Biceps,Dumbbell,Beginner
735,Concentration curl,Strength,Biceps,Dumbbell,Intermediate
736,Flexor Incline Dumbbell Curls,Strength,Biceps,Dumbbell,Beginner
737,Dumbbell Bicep Curl,Strength,Biceps,Dumbbell,Intermediate
738,Cross-body hammer curl,Strength,Biceps,Dumbbell,Beginner
739,Dumbbell Alternate Bicep Curl,Strength,Biceps,Dumbbell,Intermediate
740,Single-arm dumbbell preacher curl,Strength,Biceps,Dumbbell,Intermediate
741,Alternate Incline Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate
742,Standing concentration curl,Strength,Biceps,Dumbbell,Beginner
743,Alternating incline dumbbell biceps curl,Strength,Biceps,Dumbbell,Intermediate
744,Alternate Hammer Curl,Strength,Biceps,Dumbbell,Intermediate
745,Seated dumbbell biceps curl,Strength,Biceps,Dumbbell,Intermediate
746,Preacher Hammer Dumbbell Curl,Strength,Biceps,Dumbbell,Beginner
747,Dumbbell preacher curl,Strength,Biceps,Dumbbell,Intermediate
748,Lying Supine Dumbbell Curl,Strength,Biceps,Dumbbell,Beginner
749,Standing Dumbbell Reverse Curl,Strength,Biceps,Dumbbell,Beginner
750,Palms-out incline biceps curl,Strength,Biceps,Dumbbell,Beginner
751,Straight-arm plank with biceps curl,Strength,Biceps,Dumbbell,Beginner
752,Face-down incline dumbbell biceps curl,Strength,Biceps,Dumbbell,Beginner
753,Seated Dumbbell Inner Biceps Curl,Strength,Biceps,Dumbbell,Beginner
754,Standing Inner-Biceps Curl,Strength,Biceps,Dumbbell,Beginner
755,Seated hammer curl,Strength,Biceps,Dumbbell,Intermediate
756,Paul Carter Incline Dumbbell Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
757,Paul Carter Concentration Curl,Strength,Biceps,Dumbbell,Intermediate
758,FYR Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate
759,Dumbbell biceps curl to upright row,Strength,Biceps,Dumbbell,Intermediate
760,FYR Dumbbell Hammer Curl,Strength,Biceps,Dumbbell,Intermediate
761,Dumbbell overhead hold with single-arm curl,Strength,Biceps,Dumbbell,Intermediate
762,FYR Kneeling Biceps,Strength,Biceps,Dumbbell,Intermediate
763,Lunge hold dumbbell curl,Strength,Biceps,Dumbbell,Intermediate
764,FYR Dumbbell Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
765,Alternating dumbbell snatch,Strength,Biceps,Dumbbell,Intermediate
766,TBS Incline Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate
767,TBS Hammer Curl,Strength,Biceps,Dumbbell,Intermediate
768,Reverse-grip dumbbell curl,Strength,Biceps,Dumbbell,Intermediate
769,Incline Dumbbell Curl - Gethin Variation,Strength,Biceps,Dumbbell,Intermediate
770,Hammer curl,Strength,Biceps,Dumbbell,Intermediate
771,Seated Dumbbell Curl - Gethin Variation,Strength,Biceps,Dumbbell,Intermediate
772,Dumbbell Hammer Curl - Gethin Variation,Strength,Biceps,Dumbbell,Intermediate
773,Single-arm seated dumbbell curl,Strength,Biceps,Dumbbell,Intermediate
774,Lying Cable Curl - Gethin Variation,Strength,Biceps,Dumbbell,Intermediate
775,Dumbbell biceps curl,Strength,Biceps,Dumbbell,Intermediate
776,Seated Biceps Hammer Curl,Strength,Biceps,Dumbbell,Intermediate
777,HM Alternating Reverse Lunge With Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
778,AM Hammer Curls,Strength,Biceps,Dumbbell,Intermediate
779,AM Seated Hammer Curls,Strength,Biceps,Dumbbell,Intermediate
780,Seated alternating biceps curl,Strength,Biceps,Dumbbell,Intermediate
781,Alternating hammer curl,Strength,Biceps,Dumbbell,Intermediate
782,Alternating biceps curl,Strength,Biceps,Dumbbell,Intermediate
783,Holman Slow Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
784,Holman Biceps Curl to Chest Punch,Strength,Biceps,Dumbbell,Intermediate
785,Holman Right Arm Heavy Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
786,Holman Left Arm Heavy Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
787,Holman Alternating Front Lunge Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
788,Holman Weighted Double-Time Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
789,Holman Heavy Right Arm Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
790,Holman Heavy Left Arm Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
791,MetaBurn Dumbbell Drag Curl,Strength,Biceps,Dumbbell,Intermediate
792,MetaBurn Hammer Curl to Overhead Press,Strength,Biceps,Dumbbell,Intermediate
793,MetaBurn Biceps Curl To Lateral Raise,Strength,Biceps,Dumbbell,Intermediate
794,FYR2 Alternating Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate
795,FYR2 Pulse Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
796,FYR2 Seesaw Dumbbell Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
797,FYR2 Single-Dumbbell Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
798,FYR2 Dumbbell Curl-Row Complex,Strength,Biceps,Dumbbell,Intermediate
799,30 Arms Standing Dumbbell Hammer Curl 21s,Strength,Biceps,Dumbbell,Intermediate
800,30 Arms Standing Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
801,30 Arms Standing Alternating Hammer Curl,Strength,Biceps,Dumbbell,Intermediate
802,30 Arms Standing Alternating Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
803,30 Arms Single-Arm Hammer Preacher Curl,Strength,Biceps,Dumbbell,Intermediate
804,30 Arms Single-Arm Dumbbell Preacher Curl,Strength,Biceps,Dumbbell,Intermediate
805,30 Arms Seated Dumbbell Concentration Curl,Strength,Biceps,Dumbbell,Intermediate
806,30 Arms Seated Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
807,30 Arms Seated Alternating Biceps Curl,Strength,Biceps,Dumbbell,Intermediate
808,30 Arms Incline Hammer Curl,Strength,Biceps,Dumbbell,Intermediate
809,30 Arms Incline Dumbbell Triceps Extension,Strength,Biceps,Dumbbell,Intermediate
810,30 Arms Hammer Curl,Strength,Biceps,Dumbbell,Intermediate
811,Reverse Plate Curls,Strength,Biceps,Other,Beginner
812,Standing Biceps Stretch,Stretching,Biceps,Other,Beginner
813,Suspended Curl,Strength,Biceps,Other,Beginner
814,Plate hammer curl,Strength,Biceps,Other,Beginner
815,Barbell spider curl,Strength,Biceps,Other,Intermediate
816,Barbell forehead curl,Strength,Biceps,Other,Intermediate
817,Overhead cable curl,Strength,Biceps,Cable,Intermediate
818,Standing One-Arm Cable Curl,Strength,Biceps,Cable,Beginner
819,Reverse Cable Curl,Strength,Biceps,Cable,Beginner
820,Standing Biceps Cable Curl,Strength,Biceps,Cable,Intermediate
821,Cable rope hammer curl,Strength,Biceps,Cable,Intermediate
822,Lying cable biceps curl,Strength,Biceps,Cable,Beginner
823,Cable rope preacher hammer curl,Strength,Biceps,Cable,Beginner
824,Lying Close-Grip Bar Curl On High Pulley,Strength,Biceps,Cable,Beginner
825,Cable EZ-Bar Preacher Curl - Gethin Variation,Strength,Biceps,Cable,Intermediate
826,Squatting cable EZ-bar biceps curl,Strength,Biceps,Cable,Intermediate
827,Cable straight-bar biceps curl,Strength,Biceps,Cable,Intermediate
828,Standing reverse-grip cable curl,Strength,Biceps,Cable,Intermediate
829,Lying high-cable biceps curl,Strength,Biceps,Cable,Intermediate
830,High-Pulley Cable Curl - Gethin Variation,Strength,Biceps,Cable,Intermediate
831,Standing High Cable Curl - Gethin Variation,Strength,Biceps,Cable,Intermediate
832,High Cable Curls,Strength,Biceps,Cable,Intermediate
833,Seated cable biceps curl,Strength,Biceps,Cable,Intermediate
834,Lying Close-Grip Bar Curl On High Pulley - Gethin Variation,Strength,Biceps,Cable,Intermediate
835,Standing Cable Curl - Gethin Variation,Strength,Biceps,Cable,Intermediate
836,Double Arm Cable Biceps Curl,Strength,Biceps,Cable,Intermediate
837,AM Cable Biceps Curl,Strength,Biceps,Cable,Intermediate
838,Single-arm cable biceps curl,Strength,Biceps,Cable,Intermediate
839,UP Cable Curl With Straight Bar,Strength,Biceps,Cable,Intermediate
840,30 Arms Cable Rope Hammer Curl,Strength,Biceps,Cable,Intermediate
841,30 Arms Squatting Cable Straight-Bar Curl,Strength,Biceps,Cable,Intermediate
842,30 Arms High Cable Curl,Strength,Biceps,Cable,Intermediate
843,30 Arms Cable Straight-Bar Curl,Strength,Biceps,Cable,Intermediate
844,30 Arms Cable Concentration Curl,Strength,Biceps,Cable,Intermediate
845,30 Arms BFR High Cable Curl,Strength,Biceps,Cable,Intermediate
846,BFR cable rope hammer curl,Strength,Biceps,Cable,Intermediate
847,Machine Bicep Curl,Strength,Biceps,Machine,Beginner
848,Machine Preacher Curls,Strength,Biceps,Machine,Beginner
849,Single-arm machine preacher curl,Strength,Biceps,Machine,Intermediate
850,Machine preacher curl,Strength,Biceps,Machine,Intermediate
851,Smith machine drag curl,Strength,Biceps,Machine,Intermediate
852,30 Arms BFR Machine Preacher Curl,Strength,Biceps,Machine,Intermediate
853,Seated Biceps,Stretching,Biceps,Body Only,Beginner
854,TBS Chin-Up,Strength,Biceps,Body Only,Intermediate
855,Pull-up - Gethin Variation,Strength,Biceps,Body Only,Intermediate
856,UN Pull-Up Supinated,Strength,Biceps,Body Only,Intermediate
857,UN Pull-Up Pronated,Strength,Biceps,Body Only,Intermediate
858,UN Pull-Up Neutral,Strength,Biceps,Body Only,Intermediate
859,EZ-Bar Curl,Strength,Biceps,E-Z Curl Bar,Intermediate
860,Reverse Barbell Preacher Curls,Strength,Biceps,E-Z Curl Bar,Beginner
861,Close-Grip EZ-Bar Curl with Band,Strength,Biceps,E-Z Curl Bar,Beginner
862,Standing EZ-Bar Curl - Gethin Variation,Strength,Biceps,E-Z Curl Bar,Intermediate
863,TBS EZ-Bar Curl,Strength,Biceps,E-Z Curl Bar,Intermediate
864,Standing EZ-bar curl,Strength,Biceps,E-Z Curl Bar,Intermediate
865,30 Arms Standing Overhand EZ-Bar Curl,Strength,Biceps,E-Z Curl Bar,Intermediate
866,30 Arms EZ-Bar Spider Curl,Strength,Biceps,E-Z Curl Bar,Intermediate
867,30 Arms EZ-Bar Preacher Curl,Strength,Biceps,E-Z Curl Bar,Intermediate
868,30 Arms Standing EZ-Bar Curl,Strength,Biceps,E-Z Curl Bar,Intermediate
869,Calf Raises - With Bands,Strength,Calves,Bands,Beginner
870,Peroneals Stretch,Stretching,Calves,Bands,Intermediate
871,Posterior Tibialis Stretch,Stretching,Calves,Bands,Intermediate
872,Calf SMR,Stretching,Calves,Foam Roll,Beginner
873,Rocking Standing Calf Raise,Strength,Calves,Barbell,Beginner
874,Standing barbell calf raise,Strength,Calves,Barbell,Beginner
875,Barbell Seated Calf Raise,Strength,Calves,Barbell,Beginner
876,Smith machine standing calf raise,Strength,Calves,Barbell,Intermediate
877,Calf Raise On A Dumbbell,Strength,Calves,Dumbbell,Beginner
878,Standing Dumbbell Calf Raise,Strength,Calves,Dumbbell,Intermediate
879,Single-leg standing dumbbell calf raise,Strength,Calves,Dumbbell,Intermediate
880,Dumbbell walking calf raise,Strength,Calves,Dumbbell,Intermediate
881,Balance Board,Strength,Calves,Other,Beginner
882,Weighted donkey calf raise,Strength,Calves,Other,Intermediate
883,Anterior Tibialis-SMR,Stretching,Calves,Other,Beginner
884,Foot-SMR,Stretching,Calves,Other,Beginner
885,Agility Ladder,Cardio,Calves,Other,Intermediate
886,Single-leg machine seated calf raise,Strength,Calves,Other,Intermediate
887,Smith Machine Calf Raise,Strength,Calves,Machine,Intermediate
888,Standing Calf Raises,Strength,Calves,Machine,Beginner
889,Seated Calf Raise,Strength,Calves,Machine,Intermediate
890,Calf Press On The Leg Press Machine,Strength,Calves,Machine,Intermediate
891,Calf Press,Strength,Calves,Machine,Beginner
892,Smith Machine Reverse Calf Raises,Strength,Calves,Machine,Beginner
893,Seated Single-Leg Calf Press - Gethin Variation,Strength,Calves,Machine,Intermediate
894,Seated Calf Raise - Gethin Variation,Strength,Calves,Machine,Intermediate
895,Donkey Calf Raise - Gethin Variation,Strength,Calves,Machine,Intermediate
896,Standing Calf Raise Facing Hack Squat Machine - Gethin Variation,Strength,Calves,Machine,Intermediate
897,Calf Press On A Hack Squat Machine - Gethin Variation,Strength,Calves,Machine,Intermediate
898,Smith Machine Standing Calf Raises - Gethin Variation,Strength,Calves,Machine,Intermediate
899,Hack squat calf raise,Strength,Calves,Machine,Intermediate
900,Seated Calf Press - Gethin Variation,Strength,Calves,Machine,Intermediate
901,Leg press calf raise,Strength,Calves,Machine,Intermediate
902,Machine seated calf raise,Strength,Calves,Machine,Intermediate
903,30 Legs Seated Calf Raise,Strength,Calves,Machine,Intermediate
904,30 Legs Standing Calf Raise,Strength,Calves,Machine,Intermediate
905,Peroneals-SMR,Stretching,Calves,Body Only,Intermediate
906,Knee Circles,Stretching,Calves,Body Only,Beginner
907,Standing Gastrocnemius Calf Stretch,Stretching,Calves,Body Only,Intermediate
908,Wall calf stretch,Stretching,Calves,Body Only,Intermediate
909,Seated Calf Stretch,Stretching,Calves,Body Only,Intermediate
910,Standing Calf Raise,Strength,Calves,Body Only,Intermediate
911,Standing calf raise-,Strength,Calves,Body Only,Intermediate
912,HM Left Calf-Spike Sumo Pulse,Strength,Calves,Body Only,Intermediate
913,Ankle Circles,Stretching,Calves,,Beginner
914,Calf Stretch Elbows Against Wall,Stretching,Calves,,Beginner
915,Standing Soleus And Achilles Stretch,Stretching,Calves,,Beginner
916,Cross Over - With Bands,Strength,Chest,Bands,Beginner
917,Bench Press - With Bands,Strength,Chest,Bands,Beginner
918,Bench Press With Short Bands,Powerlifting,Chest,Bands,Beginner
919,Feet-Elevated TRX Push-Up,Strength,Chest,Bands,Beginner
920,Band-suspended kettlebell bench press,Strength,Chest,Bands,Intermediate
921,HM Banded Cross-Over Pull,Strength,Chest,Bands,Intermediate
922,Rusin Band Pull-Apart,Strength,Chest,Bands,Intermediate
923,UNS Banded Push-Up,Strength,Chest,Bands,Intermediate
924,Taylor Band-Assisted One-Arm Push-Up,Strength,Chest,Bands,Intermediate
925,Incline band bench press,Strength,Chest,Bands,Intermediate
926,Band push-up,Strength,Chest,Bands,Intermediate
927,Band chest fly,Strength,Chest,Bands,Intermediate
928,Close-grip bench press,Strength,Chest,Barbell,Intermediate
929,Barbell Bench Press - Medium Grip,Strength,Chest,Barbell,Intermediate
930,Decline barbell bench press,Strength,Chest,Barbell,Intermediate
931,Wide-grip bench press,Strength,Chest,Barbell,Beginner
932,Wide-Grip Decline Barbell Bench Press,Strength,Chest,Barbell,Beginner
933,Barbell Incline Bench Press Medium-Grip,Strength,Chest,Barbell,Intermediate
934,Neck Press,Strength,Chest,Barbell,Beginner
935,Front Raise And Pullover,Strength,Chest,Barbell,Beginner
936,Board bench press,Powerlifting,Chest,Barbell,Intermediate
937,Barbell Bench Press-Wide Grip,Strength,Chest,Barbell,Beginner
938,Wide-Grip Decline Barbell Pullover,Strength,Chest,Barbell,Beginner
939,Barbell Guillotine Bench Press,Strength,Chest,Barbell,Beginner
940,Band-suspended kettlebell bench press,Strength,Chest,Bands,Intermediate
941,Paul Carter Incline Bench Press,Strength,Chest,Barbell,Intermediate
942,Incline bench press,Strength,Chest,Barbell,Intermediate
943,Bench press,Strength,Chest,Barbell,Intermediate
944,TBS Close-Grip Bench Press,Strength,Chest,Barbell,Intermediate
945,AM Flat Bench Barbell Press,Strength,Chest,Barbell,Intermediate
946,UP Bench Press,Strength,Chest,Barbell,Intermediate
947,UP Close-Grip Bench Press,Strength,Chest,Barbell,Intermediate
948,King Maker Barbell Bench Press,Strength,Chest,Barbell,Intermediate
949,King Maker Incline Barbell Bench Press,Strength,Chest,Barbell,Intermediate
950,30 Chest Incline Barbell Bench Press,Strength,Chest,Barbell,Intermediate
951,30 Chest Barbell Bench Press,Strength,Chest,Barbell,Intermediate
952,30 Chest 30-Degree Incline Dumbbell Press,Strength,Chest,Barbell,Intermediate
953,Spoto press,Strength,Chest,Barbell,Intermediate
954,Kettlebell plyo push-up,Strength,Chest,Kettlebells,Intermediate
955,Extended Range One-Arm Kettlebell Floor Press,Strength,Chest,Kettlebells,Beginner
956,Kettlebell alternating floor press,Strength,Chest,Kettlebells,Beginner
957,One-Arm Kettlebell Floor Press,Strength,Chest,Kettlebells,Beginner
958,Leg-Over Floor Press,Strength,Chest,Kettlebells,Beginner
959,Band-suspended kettlebell bench press,Strength,Chest,Bands,Intermediate
960,FYR2 Push-Up to Kettlebell Hike Combo,Strength,Chest,Kettlebells,Intermediate
961,Pushups,Strength,Chest,Body Only,Intermediate
962,Incline Push-Up,Strength,Chest,Body Only,Intermediate
963,Hands-elevated push-up,Strength,Chest,Body Only,Beginner
964,Decline Push-Up,Strength,Chest,Body Only,Intermediate
965,Single-Arm Push-Up,Strength,Chest,Body Only,Beginner
966,Close push-up to wide push-up,Strength,Chest,Body Only,Intermediate
967,Wide-grip hands-elevated push-up,Strength,Chest,Body Only,Beginner
968,Push-Ups With Feet On An Exercise Ball,Strength,Chest,Body Only,Intermediate
969,Feet-elevated push-up,Strength,Chest,Body Only,Intermediate
970,Isometric Wipers,Strength,Chest,Body Only,Beginner
971,Clock push-up,Strength,Chest,Body Only,Beginner
972,Incline Push-Up Depth Jump,Plyometrics,Chest,Body Only,Intermediate
973,Push-Up Wide,Strength,Chest,Body Only,Beginner
974,Sphinx push-up,Strength,Chest,Body Only,Intermediate
975,Close-Hands Push-Up,Strength,Chest,Body Only,Beginner
976,Tiger-bend push-up,Strength,Chest,Body Only,Beginner
977,Plyo push-up,Plyometrics,Chest,Body Only,Beginner
978,Close-grip hands-elevated push-up,Strength,Chest,Body Only,Intermediate
979,Suspended push-up,Strength,Chest,Body Only,Intermediate
980,Push Up to Side Plank,Strength,Chest,Body Only,Intermediate
981,Isometric Chest Squeezes,Plyometrics,Chest,Body Only,Beginner
982,Side-to-side push-up,Strength,Chest,Body Only,Beginner
983,Typewriter push-up,Strength,Chest,Body Only,Beginner
984,Diamond push-up,Strength,Chest,Body Only,Intermediate
985,Judo push-up,Strength,Chest,Body Only,Beginner
986,Superman Push-Up,Plyometrics,Chest,Body Only,Beginner
987,Wide push-up,Strength,Chest,Body Only,Beginner
988,One-Arm Push-Up,Strength,Chest,Body Only,Beginner
989,Clapping Push-Up,Plyometrics,Chest,Body Only,Beginner
990,Staggered push-up,Strength,Chest,Body Only,Beginner
991,Reverse-grip hands-elevated push-up,Strength,Chest,Body Only,Beginner
992,Triple Clap Push-Up,Plyometrics,Chest,Body Only,Beginner
993,Side kick-through push-up,Strength,Chest,Body Only,Intermediate
994,Swimming,Cardio,Chest,Body Only,Intermediate
995,FYR Push-Up,Strength,Chest,Body Only,Intermediate
996,Frog push-up,Strength,Chest,Body Only,Intermediate
997,Wide push-up plank hold,Strength,Chest,Body Only,Intermediate
998,Close push-up,Strength,Chest,Body Only,Intermediate
999,Push-Up - Gethin Variation,Strength,Chest,Body Only,Intermediate
1000,HM Incline Push-Up On Chair,Strength,Chest,Body Only,Intermediate
1001,HM Push-Up,Strength,Chest,Body Only,Intermediate
1002,HM Push-Plank,Strength,Chest,Body Only,Intermediate
1003,AM Chest Dips,Strength,Chest,Body Only,Intermediate
1004,Push-up,Strength,Chest,Body Only,Intermediate
1005,UP Push-up,Strength,Chest,Body Only,Intermediate
1006,UN Push-Up,Strength,Chest,Body Only,Intermediate
1007,UNS Foam Roll Pecs,Strength,Chest,Body Only,Intermediate
1008,UN Hands Elevated Push-Up,Strength,Chest,Body Only,Intermediate
1009,Holman Seal Drag to Push-Up,Strength,Chest,Body Only,Intermediate
1010,Holman Hand-Elevated Push-Up with Hand Row,Strength,Chest,Body Only,Intermediate
1011,Holman Push-Up,Strength,Chest,Body Only,Intermediate
1012,Holman Slow Hips-Up Chest Press,Strength,Chest,Body Only,Intermediate
1013,Holman Jump-Out Push-Up with Hand Hop Back,Strength,Chest,Body Only,Intermediate
1014,Holman Froggy Push-Up to Donkey Kick,Strength,Chest,Body Only,Intermediate
1015,Holman Push-Up to Sit Back,Strength,Chest,Body Only,Intermediate
1016,Holman Sit Back Push-Up,Strength,Chest,Body Only,Intermediate
1017,Holman Alternating Staggered Push-Up,Strength,Chest,Body Only,Intermediate
1018,Holman Foot-Up Diving Push-Up,Strength,Chest,Body Only,Intermediate
1019,Holman Narrow Push-Up,Strength,Chest,Body Only,Intermediate
1020,Holman Dynamo Push-Up,Strength,Chest,Body Only,Intermediate
1021,Holman Jump to Push-Up,Strength,Chest,Body Only,Intermediate
1022,Holman Foot-Elevated Push-Up,Strength,Chest,Body Only,Intermediate
1023,Holman Feet-Elevated Push-Up,Strength,Chest,Body Only,Intermediate
1024,Total Fitness Plyo Push-Up,Strength,Chest,Body Only,Intermediate
1025,Scapular push-up,Strength,Chest,Body Only,Intermediate
1026,King Maker Push-up,Strength,Chest,Body Only,Intermediate
1027,Warrior push-up,Strength,Chest,Body Only,Intermediate
1028,Taylor Roll-Over Push-Up,Strength,Chest,Body Only,Intermediate
1029,Taylor One-Arm Push-Up Slow Negative,Strength,Chest,Body Only,Intermediate
1030,30 Chest Push-Up To Isometric Hold,Strength,Chest,Body Only,Intermediate
1031,30 Chest Push-Up,Strength,Chest,Body Only,Intermediate
1032,30 Chest Bench Push-Up,Strength,Chest,Body Only,Intermediate
1033,MetaBurn 3-Phase Push-Up,Strength,Chest,Body Only,Intermediate
1034,MetaBurn Fast Feet To Push-Up,Strength,Chest,Body Only,Intermediate
1035,MetaBurn Judo Push-Up To Pike Push-Up,Strength,Chest,Body Only,Intermediate
1036,MetaBurn Pike Push-Up,Strength,Chest,Body Only,Intermediate
1037,MetaBurn Push-Up To Frogger,Strength,Chest,Body Only,Intermediate
1038,MetaBurn Push-Up With Hand Side-Step,Strength,Chest,Body Only,Intermediate
1039,MetaBurn Push-Up With Hand-Up Rotation,Strength,Chest,Body Only,Intermediate
1040,MetaBurn Sphinx Push-Up,Strength,Chest,Body Only,Intermediate
1041,MetaBurn Spiderman Push-Up,Strength,Chest,Body Only,Intermediate
1042,Roberston Push-up to Down Dog,Strength,Chest,Body Only,Intermediate
1043,FYR2 Push-Up-Breakdancer-Shoulder-Tap Complex,Strength,Chest,Body Only,Intermediate
1044,ACFT Hand-release push-up,Strength,Chest,Body Only,Intermediate
1045,1.5-rep push-up,Strength,Chest,Body Only,Intermediate
1046,ACFT Triple-clap push-up,Strength,Chest,Body Only,Intermediate
1047,ACFT Superman push-up,Strength,Chest,Body Only,Intermediate
1048,Cross-over push-up,Strength,Chest,Body Only,Intermediate
1049,Leverage Incline Chest Press,Strength,Chest,Machine,Beginner
1050,Butterfly,Strength,Chest,Machine,Intermediate
1051,Leverage Chest Press,Strength,Chest,Machine,Beginner
1052,Decline Smith Press,Strength,Chest,Machine,Beginner
1053,Smith machine bench press,Strength,Chest,Machine,Intermediate
1054,Leverage Decline Chest Press,Strength,Chest,Machine,Beginner
1055,Machine chest press,Strength,Chest,Machine,Intermediate
1056,Smith Machine Incline Bench Press,Strength,Chest,Machine,Intermediate
1057,Smith Machine Close-Grip Bench Press,Strength,Chest,Machine,Intermediate
1058,Smith Machine Decline Press,Strength,Chest,Machine,Beginner
1059,Smith machine bench press throw,Strength,Chest,Machine,Beginner
1060,Machine chest fly,Strength,Chest,Machine,Intermediate
1061,Machine bench press,Strength,Chest,Machine,Intermediate
1062,Machine Seated Chest Press - Gethin Variation,Strength,Chest,Machine,Intermediate
1063,Smith machine weighted push-up,Strength,Chest,Machine,Intermediate
1064,Smith machine incline bench press-,Strength,Chest,Machine,Intermediate
1065,Smith machine decline bench press,Strength,Chest,Machine,Intermediate
1066,AM Pec Dec,Strength,Chest,Machine,Intermediate
